LEVEL2,LEVEL1,ALTERNATIVE,STATUS,STATUS NOTE,ITEMID,MIMIC LABEL,UNITNAME,LINKSTO,COUNT,CATEGORY,CONCEPTID,FLUID,LOINC_CODE,DBSOURCE,,PARAM_TYPE,NOTE,M_E_APPENDIXB
,,Lipids (additive),,,225969,Lipids (additive),grams,inputevents_mv,0,Nutrition - Parenteral,,,,metavision,,Solution,,0
,,Beneprotein,,,225970,Beneprotein,grams,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Fentanyl (Push),,,225972,Fentanyl (Push),mcg,inputevents_mv,0,Medications,,,,metavision,,Solution,,0
,,Meperidine (Demerol),,,225973,Meperidine (Demerol),mg,inputevents_mv,0,Medications,,,,metavision,,Solution,,0
,,Metoprolol,,,225974,Metoprolol,mg,inputevents_mv,0,Medications,,,,metavision,,Solution,,0
,,Heparin Sodium (Prophylaxis),,,225975,Heparin Sodium (Prophylaxis),dose,inputevents_mv,0,Medications,,,,metavision,,Solution,,0
,,Replacement Fluid,,,225976,Replacement Fluid,,,0,Dialysis,,,,metavision,,Text,,0
,,Dialysate Fluid,,,225977,Dialysate Fluid,,,0,Dialysis,,,,metavision,,Text,,0
,,Slope,,,225978,Slope,,,0,Respiratory,,,,metavision,,Text,,0
,,IABP Size,,,225979,IABP Size,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,IABP Balloon Waveform,,,225982,IABP Balloon Waveform,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,IABP Trigger,,,225984,IABP Trigger,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,IABP Helium Tubing,,,225985,IABP Helium Tubing,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,IABP Arterial Waveform Source,,,225986,IABP Arterial Waveform Source,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,IABP Power Source,,,225987,IABP Power Source,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,IABP Position on leg,,,225988,IABP Position on leg,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,Resource Fruit Beverage,,,225991,Resource Fruit Beverage,mL,inputevents_mv,0,Nutrition - Supplements,,,,metavision,,Solution,,0
,,Optisource,,,225993,Optisource,ounces,inputevents_mv,0,Nutrition - Supplements,,,,metavision,,Solution,,0
,,Mighty Shake (Vanilla/Strawberry),,,225994,Mighty Shake (Vanilla/Strawberry),mL,inputevents_mv,0,Nutrition - Supplements,,,,metavision,,Solution,,0
,,Mighty Shake (Chocolate),,,225995,Mighty Shake (Chocolate),mL,inputevents_mv,0,Nutrition - Supplements,,,,metavision,,Solution,,0
,,Mighty Shake (no sugar added),,,225996,Mighty Shake (no sugar added),mL,inputevents_mv,0,Nutrition - Supplements,,,,metavision,,Solution,,0
,,Vanilla Scandi Shake (mixed),,,225999,Vanilla Scandi Shake (mixed),mL,inputevents_mv,0,Nutrition - Supplements,,,,metavision,,Solution,,0
,,Chocolate Scandi Shake (mixed),,,226000,Chocolate Scandi Shake (mixed),mL,inputevents_mv,0,Nutrition - Supplements,,,,metavision,,Solution,,0
,,Vanilla Lactose Free Scandi Shake (mixed),,,226002,Vanilla Lactose Free Scandi Shake (mixed),mL,inputevents_mv,0,Nutrition - Supplements,,,,metavision,,Solution,,0
,,Sterile field throughout procedure (CVL),,,226005,Sterile field maintained throughout procedure (CVL),,chartevents,0,CVL Insertion,,,,metavision,,Checkbox,,0
,,Number of operators (PA line),,,226007,Number of operators (PA line),,,0,PA Line Insertion,,,,metavision,,Text,,0
,,Arterial line sutured,,,226008,Arterial line sutured,,chartevents,0,Arterial Line Insertion,,,,metavision,,Checkbox,,0
,,Dressing applied and dated (THCEN),,,226009,Dressing applied and dated (THCEN),,chartevents,0,Thoracentesis,,,,metavision,,Checkbox,,0
,,Number of operators (PACEN),,,226010,Number of operators (PACEN),,,0,Paracentesis,,,,metavision,,Text,,0
,,Number of attempts (PACEN),,,226011,Number of attempts (PACEN),None,chartevents,0,Paracentesis,,,,metavision,,Numeric,,0
,,Dressing applied and dated (PACEN),,,226012,Dressing applied and dated (PACEN),,chartevents,0,Paracentesis,,,,metavision,,Checkbox,,0
,,Dressing applied and dated (LP),,,226014,Dressing applied and dated (LP),,chartevents,0,Lumbar Puncture,,,,metavision,,Checkbox,,0
,,Nutren 2.0 (1/4),,,226016,Nutren 2.0 (1/4),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Nutren 2.0 (2/3),,,226017,Nutren 2.0 (2/3),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Nutren 2.0 (3/4),,,226018,Nutren 2.0 (3/4),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Nutren 2.0 (1/2),,,226019,Nutren 2.0 (1/2),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Impact (1/4),,,226020,Impact (1/4),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Impact (2/3),,,226021,Impact (2/3),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Impact (3/4),,,226022,Impact (3/4),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Impact (1/2),,,226023,Impact (1/2),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Impact with Fiber (1/4),,,226024,Impact with Fiber (1/4),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Impact with Fiber (2/3),,,226025,Impact with Fiber (2/3),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Impact with Fiber (3/4),,,226026,Impact with Fiber (3/4),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Impact with Fiber (1/2),,,226027,Impact with Fiber (1/2),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Nutren Renal (1/4),,,226028,Nutren Renal (1/4),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Nutren Renal (2/3),,,226029,Nutren Renal (2/3),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Nutren Renal (3/4),,,226030,Nutren Renal (3/4),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Nutren Renal (1/2),,,226031,Nutren Renal (1/2),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Peptamen 1.5 (1/4),,,226036,Peptamen 1.5 (1/4),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Peptamen 1.5 (2/3),,,226037,Peptamen 1.5 (2/3),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Peptamen 1.5 (3/4),,,226038,Peptamen 1.5 (3/4),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Peptamen 1.5 (1/2),,,226039,Peptamen 1.5 (1/2),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,ProBalance (1/4),,,226040,ProBalance (1/4),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,ProBalance (2/3),,,226041,ProBalance (2/3),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,ProBalance (3/4),,,226042,ProBalance (3/4),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,ProBalance (1/2),,,226043,ProBalance (1/2),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Replete (1/4),,,226044,Replete (1/4),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Replete (2/3),,,226045,Replete (2/3),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Replete (3/4),,,226046,Replete (3/4),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Replete (1/2),,,226047,Replete (1/2),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Replete with Fiber (1/4),,,226048,Replete with Fiber (1/4),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Replete with Fiber (2/3),,,226049,Replete with Fiber (2/3),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Replete with Fiber (3/4),,,226050,Replete with Fiber (3/4),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Replete with Fiber (1/2),,,226051,Replete with Fiber (1/2),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Vivonex (1/4),,,226056,Vivonex (1/4),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Vivonex (2/3),,,226057,Vivonex (2/3),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Vivonex (3/4),,,226058,Vivonex (3/4),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Vivonex (1/2),,,226059,Vivonex (1/2),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,ZVancomycin (Trough),,,226064,ZVancomycin (Trough),None,chartevents,0,Labs,,,,metavision,,Numeric,,0
,,ZVancomycin (Random),,,226065,ZVancomycin (Random),None,chartevents,0,Labs,,,,metavision,,Numeric,,0
,,ZTobramycin (Trough),,,226066,ZTobramycin (Trough),None,chartevents,0,Labs,,,,metavision,,Numeric,,0
,,ZTobramycin (Random),,,226067,ZTobramycin (Random),None,chartevents,0,Labs,,,,metavision,,Numeric,,0
,,ZGentamicin (Trough),,,226068,ZGentamicin (Trough),None,chartevents,0,Labs,,,,metavision,,Numeric,,0
,,ZGentamicin (Random),,,226069,ZGentamicin (Random),None,chartevents,0,Labs,,,,metavision,,Numeric,,0
,,Piggyback,,,226089,Piggyback,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,,0
,,Behavior,,,226105,Behavior,,,0,Neurological,,,,metavision,,Text,,0
,,ICP Catheter,,,226124,ICP Catheter,None,procedureevents_mv,0,Access Lines - Invasive,,,,metavision,,Process,,0
,,ICP Line Discontinued,,,226125,ICP Line Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,ICP Line Dressing Change,,,226126,ICP Line Dressing Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,,0
,,ICP Line Dressing Type,,,226127,ICP Line Dressing Type,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,ICP Line Insertion Date,,,226128,ICP Line Insertion Date,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,,0
,,ICP Line Site Appear,,,226130,ICP Line Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,ICP Line Tubing Change,,,226132,ICP Line Tubing Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,,0
,,ICP Line Waveform Appear,,,226133,ICP Line Waveform Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,Discharge plan,,,226144,Case Management discharge plan,,,0,Case Management,,,,metavision,,Text,,0
,,Required documentation,,,226152,Required documentation,,,0,Case Management,,,,metavision,,Text,,0
,,Sterile field throughout procedure (PICC),,,226161,Sterile field maintained throughout procedure (PICC),,chartevents,0,PICC Line Insertion,,,,metavision,,Checkbox,,0
,,Sterile field through procedure (PAline),,,226162,Sterile field maintained throughout procedure (PA line),,chartevents,0,PA Line Insertion,,,,metavision,,Checkbox,,0
,,Sterile field maintained (A-Line),,,226164,Sterile field maintained throughout procedure (A-Line),,chartevents,0,Arterial Line Insertion,,,,metavision,,Checkbox,,0
,,No Complications (Intubation),,,226166,No Complications (Intubation),,chartevents,0,Intubation,,,,metavision,,Checkbox,,0
,,Oral Care,,,226168,Oral Care,,,0,Treatments,,,,metavision,,Text,,0
,,Timeout Performed by (Intubation),,,226188,Timeout Performed by (Intubation),,,0,Intubation,,,,metavision,,Text,,0
,,Patient identified correctly by 2 means (Intubatio,,,226189,Patient identified correctly by 2 means (Intubation),,,0,Intubation,,,,metavision,,Text,,0
,,Hand Cleansing prior to (Intubation),,,226190,Hand Cleansing prior to procedure (Intubation),,chartevents,0,Intubation,,,,metavision,,Checkbox,,0
,,Barrier precautions in place (Intubation),,,226191,Barrier precautions in place (Intubation),,,0,Intubation,,,,metavision,,Text,,0
,,Enteral Nutriton Residuals,,,226226,Enteral Nutriton Residuals,None,chartevents,0,Nutrition - Enteral,,,,metavision,,Numeric,,0
,,Attending/Supervisor is Clinician Operator (CVL),,,226230,Attending/Supervisor is Clinician Operator (CVL),,chartevents,0,CVL Insertion,,,,metavision,,Checkbox,,0
,,Present duirng procedure/agree w/ checklist (CVL),,,226232,Present duirng key moments and agree with checklist (CVL),,chartevents,0,CVL Insertion,,,,metavision,,Checkbox,,0
,,Temp Pacemaker Wires Discontinued,,,226236,Temporary Pacemaker Wires Discontinued,None,procedureevents_mv,0,4-Procedures,,,,metavision,,Process,,0
,,Open Tracheostomy,,,226237,Open Tracheostomy,None,procedureevents_mv,0,1-Intubation/Extubation,,,,metavision,,Process,,0
,,Number of operators (PICC),,,226239,Number of operators (PICC),,,0,PICC Line Insertion,,,,metavision,,Text,,0
,,ZOn Pressors,,,226259,ZOn Pressors,,chartevents,0,General,,,,metavision,,Checkbox,,0
,,Mechanically Ventilated,,,226260,Mechanically Ventilated,,chartevents,0,General,,,,metavision,,Checkbox,,0
,,Pre-Admission Intake,,,226361,Pre-Admission Intake,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,,0
,,ZGastric/TF Residual Intake,,,226362,ZGastric/TF Residual Intake,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,,0
,,Cath Lab Intake,,,226363,Cath Lab Intake,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,,0
,,OR Crystalloid Intake,,,226364,OR Crystalloid Intake,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,,0
,,OR Colloid Intake,,,226365,OR Colloid Intake,mL,inputevents_mv,0,Blood Products/Colloids,,,,metavision,,Solution,,0
,,OR FFP Intake,,,226367,OR FFP Intake,mL,inputevents_mv,0,Blood Products/Colloids,,,,metavision,,Solution,,0
,,OR Packed RBC Intake,,,226368,OR Packed RBC Intake,mL,inputevents_mv,0,Blood Products/Colloids,,,,metavision,,Solution,,0
,,OR Platelet Intake,,,226369,OR Platelet Intake,mL,inputevents_mv,0,Blood Products/Colloids,,,,metavision,,Solution,,0
,,OR Autologous Blood Intake,,,226370,OR Autologous Blood Intake,mL,inputevents_mv,0,Blood Products/Colloids,,,,metavision,,Solution,,0
,,OR Cryoprecipitate Intake,,,226371,OR Cryoprecipitate Intake,mL,inputevents_mv,0,Blood Products/Colloids,,,,metavision,,Solution,,0
,,OR Cell Saver Intake,,,226372,OR Cell Saver Intake,mL,inputevents_mv,0,Blood Products/Colloids,,,,metavision,,Solution,,0
,,PACU Crystalloid Intake,,,226375,PACU Crystalloid Intake,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,,0
,,PACU Colloid Intake,,,226376,PACU Colloid Intake,mL,inputevents_mv,0,Blood Products/Colloids,,,,metavision,,Solution,,0
,,PACU PO Intake,,,226377,PACU PO Intake,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,,0
,,Marital Status,,,226381,Marital Status,,,0,ADT,,,,metavision,,Text,,0
,,GU Irrigant - Normal Saline,,,226401,GU Irrigant - Normal Saline,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,,0
,,GU Irrigant - Sterile Water,,,226402,GU Irrigant - Sterile Water,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,,0
,,GU Irrigant - Amphotericin B,,,226403,GU Irrigant - Amphotericin B,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,,0
,,ETT Type (Intubation),,,226429,ETT Type (Intubation),,,0,Intubation,,,,metavision,,Text,,0
,,Complications (Intubation),,,226430,Complications (Intubation),,,0,Intubation,,,,metavision,,Text,,0
,,Verification of (Intubation),,,226431,Verification of (Intubation),,,0,Intubation,,,,metavision,,Text,,0
,,Drugs (Intubation),,,226432,Drugs (Intubation),,,0,Intubation,,,,metavision,,Text,,0
,,Complications (PACEN),,,226439,Complications (PACEN),,,0,Paracentesis,,,,metavision,,Text,,0
,,Complications (LP),,,226443,Complications (LP),,,0,Lumbar Puncture,,,,metavision,,Text,,0
,,PO Intake,,,226452,PO Intake,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,,0
,,GT Flush,,,226453,GT Flush,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,,0
,,Ultrafiltrate Output,,,226457,Ultrafiltrate Output,mL,chartevents,0,Dialysis,,,,metavision,,Numeric,,0
,,ICP Bolt Inserted,,,226474,ICP Bolt Inserted,None,procedureevents_mv,0,4-Procedures,,,,metavision,,Process,,0
,,Intraventricular Drain Inserted,,,226475,Intraventricular Drain Inserted,None,procedureevents_mv,0,4-Procedures,,,,metavision,,Process,,0
,,Esophogeal Balloon,,,226476,Esophogeal Balloon,None,procedureevents_mv,0,4-Procedures,,,,metavision,,Process,,0
,,Temporary Pacemaker Wires Inserted,,,226477,Temporary Pacemaker Wires Inserted,None,procedureevents_mv,0,4-Procedures,,,,metavision,,Process,,0
,,Blood Clot Outdates,,,226482,Blood Clot Outdates,,datetimeevents,0,Labs,,,,metavision,,Date time,,0
,,Hemodialysis Output,,,226499,Hemodialysis Output,mL,chartevents,0,Dialysis,,,,metavision,,Numeric,,0
,,DOB,,,226515,Date of Birth,,datetimeevents,0,ADT,,,,metavision,,Date time,,0
,,Discharge Date/Time,,,226516,Discharge Date/Time,,datetimeevents,0,ADT,,,,metavision,,Date time,,0
,,Expected Discharge Date,,,226518,Expected Discharge Date,,datetimeevents,0,ADT,,,,metavision,,Date time,,0
,,Barrier precautions in place (A-Line),,,226523,Barrier precautions in place (A-Line),,,0,Arterial Line Insertion,,,,metavision,,Text,,0
,,Complications (A-Line),,,226524,Complications (A-Line),,,0,Arterial Line Insertion,,,,metavision,,Text,,0
,,Indications (A-Line),,,226525,Indications (A-Line),,,0,Arterial Line Insertion,,,,metavision,,Text,,0
,,Patient identified correctly (A-Line),,,226526,Patient identified correctly (A-Line),,,0,Arterial Line Insertion,,,,metavision,,Text,,0
,,Timeout performed by (A-Line),,,226527,Timeout performed by (A-Line),,,0,Arterial Line Insertion,,,,metavision,,Text,,0
,,Verification of (A-Line),,,226528,Verification of (A-Line),,,0,Arterial Line Insertion,,,,metavision,,Text,,0
,,Organ Bank Notified,,,226532,Organ Bank Notified,,datetimeevents,0,General,,,,metavision,,Date time,,0
,,ZPotassium (whole blood),,,226535,ZPotassium (whole blood),None,chartevents,0,Labs,,,,metavision,,Numeric,,0
,,Religion,,,226543,Religion,,,0,ADT,,,,metavision,,Text,,0
,,Language,,,226544,Language,,,0,ADT,,,,metavision,,Text,,0
,,Ewald,,,226572,Ewald,mL,outputevents,0,Output,,,,metavision,,Numeric,,0
,,Stool Estimate,,,226586,Stool Estimate,,outputevents,0,Output,,,,metavision,,Text,,0
,,Incontinent (estimate),,,226713,Incontinent (estimate),,outputevents,0,Output,,,,metavision,,Text,,0
,,Last menses,,,226719,Last menses,,datetimeevents,0,Adm History/FHPA,,,,metavision,,Date time,,0
,,Hospital Admit Date,,,226724,Hospital Admit Date,,datetimeevents,0,ADT,,,,metavision,,Date time,,0
,,O2 Delivery Device(s),,,226732,O2 Delivery Device(s),,,0,Respiratory,,,,metavision,,Text,,0
,,ApacheII chronic health,,,226746,ApacheII chronic health,,,0,Scores - APACHE II,,,,metavision,,Text,,0
,,APACHEII-Chp,,,226747,APACHEII-Chronic health points,,,0,Scores - APACHE II,,,,metavision,,Text,,0
,,PO2ApacheIIValue,,,226770,PO2ApacheIIValue,None,chartevents,0,Scores - APACHE II,,,,metavision,,Numeric,,0
,,Known difficult intubation,,,226814,Known difficult intubation,,,0,Respiratory,,,,metavision,,Text,,0
,,Airway problems,,,226815,Airway problems,,,0,Respiratory,,,,metavision,,Text,,0
,,RA (mean) pressure (PA Line),,,226849,RA (mean) pressure (PA Line),mmHg,chartevents,0,PA Line Insertion,,,,metavision,,Numeric,,0
,,RV systolic pressure(PA Line),,,226850,RV systolic pressure(PA Line),mmHg,chartevents,0,PA Line Insertion,,,,metavision,,Numeric,,0
,,RV diastolic pressure(PA Line),,,226851,RV diastolic pressure(PA Line),mmHg,chartevents,0,PA Line Insertion,,,,metavision,,Numeric,,0
,,PA systolic pressure(PA Line),,,226852,PA systolic pressure(PA Line),mmHg,chartevents,0,PA Line Insertion,,,,metavision,,Numeric,,0
,,PA diastolic pressure(PA Line),,,226853,PA diastolic pressure(PA Line),mmHg,chartevents,0,PA Line Insertion,,,,metavision,,Numeric,,0
,,PCWP (v wave) (PA Line),,,226854,PCWP (v wave) (PA Line),mmHg,chartevents,0,PA Line Insertion,,,,metavision,,Numeric,,0
,,PCWP (mean) (PA Line),,,226855,PCWP (mean) (PA Line),mmHg,chartevents,0,PA Line Insertion,,,,metavision,,Numeric,,0
,,PA mean pressure (PA Line),,,226857,PA mean pressure (PA Line),mmHg,chartevents,0,PA Line Insertion,,,,metavision,,Numeric,,0
,,CO pressure (PA Line),,,226858,CO pressure (PA Line),L/min,chartevents,0,PA Line Insertion,,,,metavision,,Numeric,,0
,,CI pressure (PA Line),,,226859,CI pressure (PA Line),L/min/m2,chartevents,0,PA Line Insertion,,,,metavision,,Numeric,,0
,,Ensure (3/4),,,226875,Ensure (3/4),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Ensure (1/2),,,226876,Ensure (1/2),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Ensure Plus (Full),,,226877,Ensure Plus (Full),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Ensure Plus (3/4),,,226878,Ensure Plus (3/4),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Ensure Plus (1/2),,,226879,Ensure Plus (1/2),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Nutren Pulmonary (Full),,,226880,Nutren Pulmonary (Full),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Nutren Pulmonary (3/4),,,226881,Nutren Pulmonary (3/4),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
